"Kapx","r","b","beta","init.size","Kexact","rcrit","p.colonization.from.one","poiss.imm","p.colonization.from.rcrit","p.colonization.to.rcrit","t.extinction.from.Kexact","t.extinction.from.rcrit"
100,1,10,20,0.5,77.0156211871642,12.9843788128358,0.00053650146123877,0.000963590238491745,0.252484882483586,0.0049840685944901,1391.01412400712,424.888782141734
150,1,10,20,0.5,128.309518948453,11.690481051547,0.000503981633384543,0.000907818241786763,0.214469630081157,0.00626668329889893,14838757.9972301,4862412.67932281
200,1,10,20,0.5,178.815273071201,11.184726928799,0.00046544417294726,0.000839744905179962,0.165586428064036,0.00763450235760287,1337207040.09811,487462700.686753
250,1,10,20,0.5,229.087121146357,10.9128788536429,0.000432752147846501,0.000781574025646884,0.158361687586731,0.00777612895522007,1175003182.31709,368651842.521762
25,1,2,5,0.5,19.0663729752108,3.93362702478922,0.0163382305955588,0.0299511539235044,0.301666726099407,0.082476747710078,24.5415914132396,7.14785971279841
50,1,2,5,0.5,44.6397674405503,3.36023255944971,0.0101523345048995,0.0202030401125835,0.162171584585254,0.118640941185659,1725.33336348632,395.969113257052
75,1,2,5,0.5,69.7753662639497,3.22463373605033,0.00840905299329871,0.0172019385475413,0.142976439250708,0.119933073046716,444125.222760812,111357.265359249
100,1,2,5,0.5,94.8366665454634,3.16333345453664,0.00735116311489316,0.0152647689793566,0.129246891019752,0.120580713416182,160375626.354127,41915175.0063402
150,1,2,5,0.5,144.894287499064,3.10571250093558,0.00606255112097584,0.0128055239030574,0.110695353631302,0.121229372009871,1459630630.73893,396352345.950056
200,1,2,5,0.5,194.92184318496,3.0781568150403,0.00527779036701919,0.0112585671056358,0.0984776650712067,0.121554075786277,1269665496.51054,351063868.714162
250,1,2,5,0.5,244.938000644959,3.06199935504144,0.00473580533151792,0.0101695568677549,0.0896500240975156,0.121749016196674,1143219895.86706,319458738.421676
25,1,3,7.5,0.5,13.9154759474226,8.08452405257735,0.00833349806774049,0.0180602495216596,0.569964592461532,0.0177134252147202,11.4779117725637,8.49698223508323
50,1,3,7.5,0.5,41.5900525151255,5.40994748487446,0.0039799885745831,0.00908041057796597,0.2008989418441,0.0392822716599106,288.803955121887,78.8915051889419
75,1,3,7.5,0.5,66.9596511608254,5.04034883917456,0.00335282870900967,0.00780203868485227,0.186506174041509,0.0403906653003376,39188.3674378542,12130.9716263579
100,1,3,7.5,0.5,92.1147910690857,4.88520893091427,0.0029692920330912,0.00697763184260649,0.173469374346336,0.0409465939318647,10678901.2342373,2320215.12571618
150,1,3,7.5,0.5,142.254999818195,4.74500018180497,0.00247982254487081,0.00589118244408857,0.153182289594104,0.0415034549680353,1479983062.46663,343860316.219
200,1,3,7.5,0.5,192.320306970293,4.67969302970704,0.00217184066212828,0.00519151719961064,0.138585190426266,0.041782184581527,1281560916.94536,307148855.01361
250,1,3,7.5,0.5,242.358108684263,4.64189131573731,0.00195563057169995,0.00469385898715534,0.127546378064207,0.0419495066470969,1147922102.81531,280101898.400681
50,1,4,10,0.5,38.1327459504216,7.86725404957844,0.00164714288350048,0.00416623120129652,0.28284980569494,0.0112355552296248,79.839229623118,24.1902527103415
75,1,4,10,0.5,63.9648906549806,7.03510934501944,0.00138693146165715,0.00355427709491273,0.214959728396074,0.0148291560238584,5066.12983989904,1661.21955563393
100,1,4,10,0.5,89.2795348811006,6.72046511889941,0.00125650663608319,0.00323913060248264,0.206600644966639,0.0152444613652465,920305.103065436,246998.133081478
150,1,4,10,0.5,139.550732527899,6.44926747210066,0.00106835465372459,0.00277218448097585,0.132578899455386,0.0200580349623443,1464052744.67153,433975870.209566
200,1,4,10,0.5,189.673333090927,6.32666690907328,0.000946321551330458,0.0024645668741951,0.120881904447152,0.0202799460780942,1293943526.05887,401020620.595031
250,1,4,10,0.5,239.743308159397,6.2566918406027,0.00085769724181256,0.00223920063668145,0.111732158281363,0.0204134079235469,1147934913.28843,364909493.145998
50,1,5,12.5,0.5,33.9564392373896,11.0435607626104,0.000691847611553072,0.00189753058040695,0.34370414297739,0.00355587814038102,33.4522967598974,16.0362413670708
75,1,5,12.5,0.5,60.7390753524675,9.2609246475325,0.000574367487587722,0.00158560645855963,0.229788415688756,0.00572258620958788,926.122539616951,299.342796738584
100,1,5,12.5,0.5,86.3104367406501,8.68956325934994,0.000537738802127592,0.00148910573425281,0.229417419345433,0.00600017628951565,105101.268180507,30782.8532478855
150,1,5,12.5,0.5,136.774800660912,8.22519933908779,0.000472012864899994,0.00131158668502168,0.162106476746674,0.00772590804247625,1211118950.3481,407652636.306574
200,1,5,12.5,0.5,186.977650840866,8.0223491591336,0.000424311743123817,0.00118138064178506,0.150741999765202,0.00787996592813222,1282415778.69646,458313670.631158
250,1,5,12.5,0.5,237.091666363658,7.90833363634161,0.000387828739010768,0.00108125024104639,0.141071146950124,0.00797279146113378,1160211928.65748,318676409.778423
50,1,6,15,0.5,27.8309518948453,16.1690481051547,0.000328495079361168,0.000959023404373947,0.541751498802175,0.000872449315596294,18.2137337000648,12.8219536880461
75,1,6,15,0.5,57.1991189256323,11.8008810743677,0.000237528299115323,0.000694584094710422,0.284243377128985,0.00188669578486617,237.799119305749,74.191022827535
100,1,6,15,0.5,83.1801050302511,10.8198949697489,0.000228696507477282,0.000669591502964859,0.242750496434967,0.00241907589161153,15542.6859207639,4640.19742968421
150,1,6,15,0.5,133.919302321651,10.0806976783491,0.000209666527351887,0.000614692426699586,0.186227709301597,0.0031190448866684,390749438.862181,140865623.166185
200,1,6,15,0.5,184.229582138171,9.77041786182855,0.000192205979864223,0.000563986528305743,0.176874094779768,0.00321745983200807,1316255775.27198,402162137.808345
250,1,6,15,0.5,234.401067610588,9.59893238941189,0.000177629206572193,0.000521535557277453,0.167719162732938,0.00327698064252822,1156896541.83071,370175993.752264
75,1,7,17.5,0.5,53.1963538204525,14.8036461795475,9.681847877092e-05,0.000296016825371515,0.31964303934411,0.000642114514522015,85.0847487091976,31.1935144104851
100,1,7,17.5,0.5,79.8504122913046,13.1495877086954,9.56558452076237e-05,0.000292455792856052,0.24738102506889,0.000982692180291874,2945.30761427042,1037.01738057654
150,1,7,17.5,0.5,130.97478457296,12.02521542704,9.28130735916694e-05,0.000283769666955706,0.204951272486947,0.00128749092713231,51182706.9858159,19061435.4047958
200,1,7,17.5,0.5,181.424966882537,11.575033117463,8.72304483728677e-05,0.000266740461832561,0.199121430261309,0.00134716935664124,1318286086.09107,440564065.897218
250,1,7,17.5,0.5,231.669188069986,11.3308119300138,8.15478102732375e-05,0.000249404446516049,0.147067984876591,0.00166114508486556,1170876326.18207,414300129.99799
75,1,8,20,0.5,48.4080515158756,18.5919484841244,3.9784728085403e-05,0.000125885222094795,0.391055809675886,0.000193474137288672,40.554296541469,19.4721747714334
100,1,8,20,0.5,76.2654919008431,15.7345080991569,3.94624891437557e-05,0.000124762465894771,0.289289732790022,0.000342723035313286,716.718073189743,234.608563019352
150,1,8,20,0.5,127.929781309961,14.0702186900389,4.07177161081228e-05,0.000128639420755914,0.2184403471956,0.000536975715914613,6365804.05872211,2386291.78483608
200,1,8,20,0.5,178.559069762201,13.4409302377988,3.9344496890632e-05,0.000124268157790975,0.172877889550201,0.000677306574707686,1314530954.17138,464665409.952016
250,1,8,20,0.5,228.893465974544,13.1065340254564,3.75207864624404e-05,0.000118494632180025,0.167694463842302,0.000700953826661438,1178488688.18945,446488156.515524
75,1,9,22.5,0.5,41.746427842268,24.253572157732,1.73060563229774e-05,5.6215596789287e-05,0.522412111426933,5.29884634291163e-05,23.6042541777459,15.9712062222656
100,1,9,22.5,0.5,72.3374738006393,18.6625261993607,1.59013718119151e-05,5.15908386051187e-05,0.315807283199788,0.000121203090343275,225.904709228437,79.5718863269217
150,1,9,22.5,0.5,124.770157545377,16.2298424546234,1.76328055314278e-05,5.71476859804447e-05,0.226934832574397,0.000224789216932168,910982.891895026,336496.737974017
200,1,9,22.5,0.5,175.626462545154,15.3735374548458,1.76878264600923e-05,5.72986705951448e-05,0.188558978830373,0.000286164012407325,1266041569.30421,462343780.691392
250,1,9,22.5,0.5,226.071066111885,14.928933888115,1.72110896086536e-05,5.57400647909067e-05,0.185812747018272,0.000299663195912015,1185780767.511,390797551.188504
100,1,10,25,0.5,67.9128784747792,22.0871215252208,6.26320368157297e-06,2.07298944378239e-05,0.330614780126756,4.28349572192981e-05,92.1639508303155,38.8551544383985
150,1,10,25,0.5,121.478150704935,18.521849295065,7.55235362273898e-06,2.49675498201559e-05,0.272937912046223,8.16394009283782e-05,152518.601493535,54445.858318589
200,1,10,25,0.5,172.6208734813,17.3791265186999,7.88320099355269e-06,2.60469076208558e-05,0.200924109847847,0.000121599111894611,936573992.721582,347042545.811149
250,1,10,25,0.5,223.198837202751,16.8011627972485,7.85465577865006e-06,2.59444539733244e-05,0.201340411245984,0.00012911286259565,1197756731.12263,414485862.859373
25,1,1,3,0.5,21.6953597148327,2.30464028516734,0.0267715577386088,NA,0.199930448323409,0.206137542733167,58.2969580122224,13.1526069224495
50,1,1,3,0.5,46.866269246345,2.13373075365496,0.0182662848799684,NA,0.157259187144677,0.210141515184111,10074.0526143495,2216.9936564746
75,1,1,3,0.5,71.9141805001922,2.08581949980782,0.0150447314722382,NA,0.13579447866105,0.211482366529756,4004140.13334017,929047.469292238
100,1,1,3,0.5,96.9368000607124,2.06319993928764,0.0131014934692945,NA,0.121415606705101,0.21215392856986,959104194.985142,228029700.248036
150,1,1,3,0.5,146.958608874308,2.04139112569163,0.0107642669343924,NA,0.102803668692631,0.212826240746468,1466051106.27452,356685896.282692
200,1,1,3,0.5,196.969225912593,2.03077408740747,0.00935431360502478,NA,0.0909053679138071,0.213162676388043,1265050957.00538,311214077.798608
250,1,1,3,0.5,246.975507755633,2.02449224436749,0.0083852949735541,NA,0.082442769366855,0.213364626826786,1131977780.63305,280299165.962241
25,1,2,6,0.5,17.1789083458003,5.82109165419973,0.00615369694092998,0.0166475725249777,0.405081059192655,0.022156508539849,16.0028059945362,7.34687037484248
50,1,2,6,0.5,43.3907194296653,4.60928057033469,0.00366513439925624,0.0105105466105139,0.251528514664663,0.0316885791963243,681.829038999603,157.017173179891
75,1,2,6,0.5,68.6286476528347,4.37135234716531,0.00304904833596863,0.00893658880819533,0.154917249018202,0.0449169284062404,134979.453818768,34915.9961115558
100,1,2,6,0.5,93.7325384926901,4.26746150730992,0.00269288057431907,0.00798126326322772,0.141998190052582,0.0453938203628506,44874238.7990023,12298495.7707374
150,1,2,6,0.5,143.828361000384,4.17163899961564,0.00224259826424463,0.00673170740496891,0.123385592289387,0.0458728374918149,1481862607.68172,427965729.357683
200,1,2,6,0.5,193.873600121425,4.12639987857528,0.00196138028545826,0.00593107361080677,0.110612911752864,0.0461131250414384,1275027410.26273,377370300.357153
250,1,2,6,0.5,243.899958298575,4.1000417014251,0.00176470032990969,0.00536274106436876,0.101187834411894,0.0462575426949264,1142911660.4441,343119128.365333
50,1,3,9,0.5,39.3823801742686,7.61761982573141,0.000785666301980651,0.00305805666855264,0.295661932143888,0.00545028191751323,105.174385489168,31.7850313067464
75,1,3,9,0.5,65.086079144498,6.91392085550203,0.000675932776067751,0.00265697916785768,0.224140135783575,0.00731386004627264,8633.02218190462,2102.32370297529
100,1,3,9,0.5,90.3598853319022,6.64011466809782,0.000614887913359773,0.00242791006121753,0.215215897935751,0.0075513700893633,1821404.62964557,494104.901670474
150,1,3,9,0.5,140.598807739035,6.40119226096488,0.000524737927102405,0.00208291588078816,0.135953131759518,0.0101176670655434,1471565835.23667,438381495.267076
